name,city,type
"Montacchiello Campus",""Livorno",",coworking
"carico massimo",""Livorno",",coworking
OpenPI,""Livorno",",coworking
"Binatomy.Lab - Corsi e Consulenza Digitale",""Livorno",",coworking
"Casa del Popolo Heval",""Livorno",",coworking
"Materia Prima Foundation",""Livorno",",coworking
"coworking Pisa",""Livorno",",coworking
"MY DESK",""Livorno",",coworking
"My Office Pisa (business center)",""Livorno",",coworking
"Architetto Buquicchio Massimo",""Livorno",",coworking
Coworking,""Livorno",",coworking
"Dr.ssa Simona Gianchecchi c/o Centro Coworking Livorno",""Livorno",",coworking
"villanova coworking",""Cagliari",",coworking
"Hub/Spoke Coworking",""Cagliari",",coworking
"Coworking Sardinia",""Cagliari",",coworking
"Opificio Coworking",""Cagliari",",coworking
"Open Campus: Coworking, Formazione, Innovazione..",""Cagliari",",coworking
"Обект 2",""Cagliari",",coworking
SmartOffice,""Cagliari",",coworking
"Supermatrice Coworking",""Cagliari",",coworking
"Cultína ~ coworking creativo",""Cagliari",",coworking
"ArtaRuga - Spazio Creativo",""Cagliari",",coworking
"COWO® Coworking Cagliari Selargius",""Cagliari",",coworking
"COPERNICO CARLO FELICE",""Cagliari",",coworking
Artaruga,""Cagliari",",coworking
"The Net Value Srl",""Cagliari",",coworking
"Sala Studio Cagliari - Archimede",""Cagliari",",coworking
"Regus - Cagliari, Carlo Felice",""Cagliari",",coworking
"lab 09048",""Cagliari",",coworking
"Casa Melis",""Cagliari",",coworking
"Elliot Business Center",""Cagliari",",coworking
"Imedia s.r.l.",""Cagliari",",coworking
"Coworking Foggia",""Foggia",",coworking
"Expand Workspaces",""Foggia",",coworking
SpazioDaruma,""Foggia",",coworking
"Nuovo Centro Polifunzionale - Co Co Project",""Foggia",",coworking
"Talent House",""Foggia",",coworking
"Jafar - Creative Space & Talent Hub",""Foggia",",coworking
"The Harbour Business Center Foggia",""Foggia",",coworking
"euGenio Creative Coworking",""Foggia",",coworking
"Master Coworking Rimini",""Rímini",",coworking
"Coworking Riccione",""Rímini",",coworking
"Rimini Innovation Square",""Rímini",",coworking
"SPAZIOTU - Coworking Cattolica",""Rímini",",coworking
"Coworking San Marino",""Rímini",",coworking
"Coworking Spazio Mir Mar Concept",""Rímini",",coworking
"J STUDIO - Coworking Riccione",""Rímini",",coworking
"BetaLab - Innovative CoWorking",""Rímini",",coworking
PLACE,""Rímini",",coworking
"Lavatoio 23 - Coworking",""Rímini",",coworking
MAT.,""Rímini",",coworking
"Zonamoka Srls",""Rímini",",coworking
"Sala studio Malatesta - UNIBO",""Rímini",",coworking
"La Fabbrica di Caramelle",""Rímini",",coworking
"CoWorking Studio",""Rímini",",coworking
"Lovely work space",""Rímini",",coworking
"Circolo Ratataplan corsi di informatica in presenza e a distanza",""Rímini",",coworking
"Centro Direzionale Minerva",""Rímini",",coworking
"Equipe Servizi",""Rímini",",coworking
"Coworking Salerno | PetitBureau",""Salerno",",coworking
"Create! Dojo Colavoro",""Salerno",",coworking
"Sellalab Salerno",""Salerno",",coworking
LezCo,""Salerno",",coworking
"Comfort Zone - coworking",""Salerno",",coworking
"Palazzo Innovazione",""Salerno",",coworking
"Green Hub",""Salerno",",coworking
"CAD - Centro per l'Artigianato Digitale",""Salerno",",coworking
"Centro Medico Fontana",""Salerno",",coworking
"SECI Campus Impresa",""Salerno",",coworking
"MAJESTIC Business Center",""Salerno",",coworking
"South Working - SECI Campus d’impresa",""Salerno",",coworking
"Domiciliazione Battipaglia",""Salerno",",coworking
"Hubilmente S.r.l.",""Salerno",",coworking
"Domiciliazione Salerno",""Salerno",",coworking
ilturco,""Ferrara",",coworking
"DOMINOSPACE - Coworking and Business Center",""Ferrara",",coworking
"COWORKING E618",""Ferrara",",coworking
MakerDojo,""Ferrara",",coworking
"CO-WORK DORO Ferrara",""Ferrara",",coworking
"The Business House",""Ferrara",",coworking
"Darsena Office Park",""Ferrara",",coworking
"Laboratorio Aperto - Ex Teatro Verdi",""Ferrara",",coworking
"AREA 55",""Ferrara",",coworking
"Media Campus Coworking",""Sassari",",coworking
"Mind Garden",""Sassari",",coworking
"APP Atelier di Poesia Popolare",""Sassari",",coworking
"ApotecA Coworking",""Sassari",",coworking
"Incubatore di Imprese",""Sassari",",coworking
"Red Donkey - Coworking Alghero",""Sassari",",coworking
I'N'annI,""Sassari",",coworking
"Hubinsula - Coworking Sassari",""Sassari",",coworking
"Office Temporary",""Sassari",",coworking
AREA79,""Sassari",",coworking
"Quod - Design",""Sassari",",coworking
SpazioSpot,""Sassari",",coworking
"the SPACE Coworking | sede di Latina",""Latina",",coworking
"Co-working a Latina - TooHead Studio",""Latina",",coworking
"OPENHUB LAZIO Latina",""Latina",",coworking
"Ex Tipografia "Il Gabbiano" - Arti Grafiche e Laboratorio Tipolitografico",""Latina",",coworking
"Dialogue Place",""Giugliano in Campania",",coworking
re.working,""Giugliano in Campania",",coworking
"FareWork - CoWorking Space",""Giugliano in Campania",",coworking
WeCoWork,""Giugliano in Campania",",coworking
"Spazio TRA",""Giugliano in Campania",",coworking
"City Center Coworking",""Giugliano in Campania",",coworking
"COWO® Coworking Napoli Centro Direzionale Re.Work",""Giugliano in Campania",",coworking
"137a Colavoro",""Giugliano in Campania",",coworking
"Lightlive Coworking",""Giugliano in Campania",",coworking
"Cimarosa Business Center",""Giugliano in Campania",",coworking
"COWO® Coworking Napoli Nuova Poggioreale",""Giugliano in Campania",",coworking
PARKAMPUS,""Giugliano in Campania",",coworking
WorkYou,""Giugliano in Campania",",coworking
"Coworking Company",""Giugliano in Campania",",coworking
AmàteLAB,""Giugliano in Campania",",coworking
"Talent Garden",""Giugliano in Campania",",coworking
Bumblebee,""Giugliano in Campania",",coworking
"MICROHUB FLEGREO",""Giugliano in Campania",",coworking
"Tree - Colavoro, Formazione e Lavoro",""Giugliano in Campania",",coworking
NapHub,""Giugliano in Campania",",coworking
"Creative Hub - Coworking",""Monza",",coworking
"Flexworking Coworking Milano",""Monza",",coworking
"COWO® Milano Buenos Aires",""Monza",",coworking
"Donatello Coworking",""Monza",",coworking
"Coworking Porta Romana by Coworld",""Monza",",coworking
"Co HuB",""Monza",",coworking
"CAMPUS COWORKING MILANO - PORTA ROMANA",""Monza",",coworking
"Time2work Colavoro",""Monza",",coworking
"sansiro evolution coworking",""Monza",",coworking
"Coworking Watt 20 - Navigli Milano",""Monza",",coworking
"C4C - Spazio di Coworking a Milano",""Monza",",coworking
"Coworking Working-Milano",""Monza",",coworking
"Coworking San Siro",""Monza",",coworking
"Coworking Manara 19",""Monza",",coworking
"Coworking Monza",""Monza",",coworking
"IN FILANDA COWORKING",""Monza",",coworking
"Coworking Concorezzo",""Monza",",coworking
"Coworking Toogether & Academy",""Monza",",coworking
"Work&Co. Coworking Milano Est",""Monza",",coworking
"Coworking Lab - Milan",""Monza",",coworking
"ortigia official",""Siracusa",",coworking
"Systema Business Center",""Siracusa",",coworking
"Impact Hub Siracusa",""Siracusa",",coworking
"Kasabbola - Appartamento in villa al mare",""Siracusa",",coworking
"SICULISH HERE AND NOW",""Siracusa",",coworking
"Coworking Pescara",""Pescara",",coworking
"Dinamo Coworking Pescara",""Pescara",",coworking
Spazio010,""Pescara",",coworking
"COWO® Coworking Pescara Tribunale",""Pescara",",coworking
"COWO® Coworking Montesilvano",""Pescara",",coworking
"Hub 15 Coworking",""Pescara",",coworking
"SINERGIE Coworking Space",""Pescara",",coworking
"Uffici Opera - Coworking Pescara",""Pescara",",coworking
"CraftLAB Pescara",""Pescara",",coworking
"FIRA STATION - spazio di coworking, incubazione ed accelerazione",""Pescara",",coworking
"Colavoro Professionale",""Pescara",",coworking
"Mare Verde s.r.l.",""Pescara",",coworking
"Rezet Workspace",""Pescara",",coworking
"locale commerciale",""Pescara",",coworking
"Start Hub Pescara",""Pescara",",coworking
"Iasi S.r.l.",""Pescara",",coworking
"digital borgo",""Pescara",",coworking
"The Hive Pescara - Incubatore e acceleratore di startup innovative",""Pescara",",coworking
IASO,""Pescara",",coworking
"K. SOLUTIONS S.R.L.",""Pescara",",coworking
"Coworking Celo",""Bergamo",",coworking
Experience,""Bergamo",",coworking
"Smarter Office - Coworking Matesana - Gorgonzola Milano",""Bergamo",",coworking
"Area_591 Coworking",""Bergamo",",coworking
"RoboBot Studio Business Center | Coworking Bergamo",""Bergamo",",coworking
"The Factory Coworking",""Bergamo",",coworking
"Coworking by phid srl",""Bergamo",",coworking
"COW Coworking a Treviglio",""Bergamo",",coworking
"Coworking Merate",""Bergamo",",coworking
"COWO® Coworking Gorgonzola",""Bergamo",",coworking
"Studio12 Cowork Bergamo",""Bergamo",",coworking
Dedalo,""Bergamo",",coworking
"PalaWork | Coworking Bergamo",""Bergamo",",coworking
UpWorking,""Bergamo",",coworking
"Coworking RUN",""Bergamo",",coworking
Liberty28,""Bergamo",",coworking
"COWORKING BERGAMO",""Bergamo",",coworking
"Spazio Coworking Smart & Co.",""Bergamo",",coworking
"Immobili e soluzioni Lab (Ex LCT coworking)",""Bergamo",",coworking
Coworking,""Forlì",",coworking
"Quazàr - coworking e spazio eventi",""Forlì",",coworking
LaboLabo,""Forlì",",coworking
"Coworking Santa Lucia",""Forlì",",coworking
"CoopHouse Coworking - CoopUp Confcooperative Forlì",""Forlì",",coworking
"Petunia Records",""Forlì",",coworking
SpazioSpazio,""Forlì",",coworking
"Martelli 1866 Coworking",""Forlì",",coworking
"StartCoop Coworking - CoopUp Confcooperative Cesena",""Forlì",",coworking
BINARIØERO,""Forlì",",coworking
"Studio il Soffio",""Forlì",",coworking
"Affitto Uffici e Coworking a Forlì",""Forlì",",coworking
"Business Hub Romagna",""Forlì",",coworking
"Studio Lemure",""Forlì",",coworking
"Opificio Artaj",""Forlì",",coworking
"Affitto Uffici attrezzati e CoWorking Forli",""Forlì",",coworking
"Centro Direzionale Romagnolo",""Forlì",",coworking
"Laboratorio Aperto di Forlì - Ex Asilo Santarelli",""Forlì",",coworking
"We.Are Coworking Conference Forli",""Forlì",",coworking
"Dinamo Coworking Space",""Forlì",",coworking
"GIMO Coworking",""Trento",",coworking
"Impact Hub Trentino",""Trento",",coworking
"CLHUB Palazzo Benvenuti",""Trento",",coworking
"Hub Vigolo | Alta Valsugana Smart Valley",""Trento",",coworking
"TST2work Fai della Paganella",""Trento",",coworking
"Trentino Social Tank",""Trento",",coworking
"B.HUB di Berlanda Paolo",""Trento",",coworking
"Hub Levico | Alta Valsugana Smart Valley",""Trento",",coworking
"CON_CRETA laboratorio e spazio coworking dedicato all’argilla",""Trento",",coworking
"Hub Civezzano | Alta Valsugana Smart Valley",""Trento",",coworking
Links’House,""Trento",",coworking
"Hub Tenna | Alta Valsugana Smart Valley",""Trento",",coworking
FoyEr,""Trento",",coworking
"Area Bfb",""Trento",",coworking
comun'Orto,""Trento",",coworking
"L'ARTE Lab",""Trento",",coworking
"Spazio Bigaran - Sale riunioni Trento",""Trento",",coworking
"Aries Workspace",""Trento",",coworking
"Studio Franceschi srl",""Trento",",coworking
TipToe.Education,""Trento",",coworking
"OFFicina Business Lab",""Vicenza",",coworking
"Workspace Vicenza",""Vicenza",",coworking
"Simal Business Center Coworking Vicenza",""Vicenza",",coworking
"SCVeneto Int'l Coworking Antenna",""Vicenza",",coworking
"The Garden Space",""Vicenza",",coworking
"Coworking vIVAce!",""Vicenza",",coworking
labArcA,""Vicenza",",coworking
Megahub,""Vicenza",",coworking
"Creative Monday",""Vicenza",",coworking
"SETA Coworking",""Vicenza",",coworking
"4C Center",""Vicenza",",coworking
"Team Studio Rete Professionale",""Vicenza",",coworking
"Level 1141",""Vicenza",",coworking
M'IO,""Vicenza",",coworking
"Centro Ermes",""Vicenza",",coworking
"LM Space",""Vicenza",",coworking
"La Falegnameria Bellavitis",""Vicenza",",coworking
"Magazzini Primotempo",""Vicenza",",coworking
"Elevator Innovation Hub",""Vicenza",",coworking
novaradodici,""Vicenza",",coworking
"ecoWorking con sale riunioni, postazioni private e in condivisione",""Terni",",coworking
Qasba,""Terni",",coworking
"Bloom Spazio Condiviso",""Terni",",coworking
"OPENHUB LAZIO Rieti",""Terni",",coworking
"My Office Terni",""Terni",",coworking
"Colavoro Spoleto",""Terni",",coworking
"YellowBox - Connecting Dreams",""Terni",",coworking
"Business Center",""Terni",",coworking
"Coworking Bozen Zentrum I Coworking Bolzano Centro",""Bolzano",",coworking
"RU.17 creative space",""Bolzano",",coworking
"COWORKING BOLZANO",""Bolzano",",coworking
"startbase coworking meran - merano",""Bolzano",",coworking
"Startbase Coworking Fiera-Messe",""Bolzano",",coworking
"OOCC - officine creative",""Bolzano",",coworking
"HUBZ Coworking",""Bolzano",",coworking
Vitamin,""Bolzano",",coworking
VOLTAWORKS,""Bolzano",",coworking
"Coworking Kampill",""Bolzano",",coworking
DRIN,""Bolzano",",coworking
STUDIO32,""Bolzano",",coworking
"franz&mathilde - coliving, coworking and workation retreat",""Bolzano",",coworking
"SOSS - Serviced office spaces",""Bolzano",",coworking
"MIND - Meran.o",""Bolzano",",coworking
"PRONORM Consulting GmbH",""Bolzano",",coworking
"Kampill Center",""Bolzano",",coworking
"Coworking Vigevano",""Novara",",coworking
"Da Vinci 6",""Novara",",coworking
"The Work District - Coworking Novara",""Novara",",coworking
"COWO® Coworking Novara",""Novara",",coworking
"Uffici Condivisi Colavoro",""Novara",",coworking
In.Bar.Co,""Novara",",coworking
"Vittoria 12 Coworking Business Center Novara | Sale Riunioni | Uffici da 1 ora ad 1 anno | Domiciliazioni sede",""Novara",",coworking
Weco,""Novara",",coworking
"Shoe Style LAB",""Novara",",coworking
"Studio D",""Novara",",coworking
"Spazio Vivace",""Novara",",coworking
"Busto E20",""Novara",",coworking
"Coopworking - Coworking Piacenza",""Piacenza",",coworking
SpazioMila,""Piacenza",",coworking
"Urban Hub Piacenza",""Piacenza",",coworking
NoloUfficio,""Piacenza",",coworking
BNBIZ,""Piacenza",",coworking
"Coworking Lounge Piacenza",""Piacenza",",coworking
"Laboratorio Aperto Piacenza - Ex chiesa del Carmine",""Piacenza",",coworking
"Magazzino Gelmetti",""Piacenza",",coworking
"Coworking i-Campus Ancona",""Ancona",",coworking
"Coworking Ancona - Officina Business",""Ancona",",coworking
"H3 Coworking",""Ancona",",coworking
"Wise Coworking",""Ancona",",coworking
"Studio 100 - Coworking Ancona Centro",""Ancona",",coworking
DREAMOFFICE,""Ancona",",coworking
"MaSMo Stay - Coworking & Conference",""Ancona",",coworking
"Officina Business",""Ancona",",coworking
"D3 temporary office",""Ancona",",coworking
"The Hive - Business Accelerator",""Ancona",",coworking
"Colavoro Spazio CuCo",""Ancona",",coworking
"D1 Conference Center",""Ancona",",coworking
"De Sidera Medical care center | Coworking di studi medici",""Ancona",",coworking
"Kursaal Coworking",""Andria",",coworking
Cocohub,""Andria",",coworking
"TINYCOWO colavoro Trani",""Andria",",coworking
"Smart Lab",""Andria",",coworking
"Co-Labory Coworking",""Andria",",coworking
"Giovani Open Space Cafè",""Andria",",coworking
"Corato Executive Center",""Andria",",coworking
"Digital Peppers - Agenzia Marketing Corato",""Andria",",coworking
"COWO® Coworking Udine Centro",""Udine",",coworking
"Company Center Coworking",""Udine",",coworking
SbaizLab,""Udine",",coworking
"NIDUH coworking artistico",""Udine",",coworking
"CO2 Coworking Codroipo",""Udine",",coworking
"Studio2 - ufficio, sala riunioni a ore",""Udine",",coworking
Spazio35,""Udine",",coworking
"Coworking Consulting Group",""Udine",",coworking
"3technology S.R.L.",""Udine",",coworking
"Aldo Bulfone Group Srl",""Udine",",coworking
"TEC4I FVG | Friuli Innovazione scarl",""Udine",",coworking
"Music Lab Co-Working",""Udine",",coworking
"en cuerpo y alma di Giulia Tosolini",""Udine",",coworking
"SPAZIO T - Udine",""Udine",",coworking
"Talent Garden",""Cosenza",",coworking
"Synedrio Coworking 87100",""Cosenza",",coworking
"Lago Living Lab",""Cosenza",",coworking
"DUE APS - Area proworking Savuto",""Cosenza",",coworking
"Interazioni Creative",""Cosenza",",coworking
"U Coworking",""Cosenza",",coworking
"CoCreating di Roberta Caruso",""Cosenza",",coworking
"Galileo Work Center",""Cosenza",",coworking
"Officina Visuale Orizzontale Ovo",""Cosenza",",coworking
"Studio Commerciale Mazzei Maria Pia",""Cosenza",",coworking
"COWORKING MOLO 12 LECCE",""Lecce",",coworking
Basico_working,""Lecce",",coworking
"SIPARIO Social Coworking",""Lecce",",coworking
"Local Linq",""Lecce",",coworking
"Sellalab - Lecce",""Lecce",",coworking
CustomWork,""Lecce",",coworking
iDesk,""Lecce",",coworking
"We Lab",""Lecce",",coworking
"AT@ Workspace",""Lecce",",coworking
Artem,""Lecce",",coworking
"it.lab coworking space",""Lecce",",coworking
"Tribù Digitale",""Lecce",",coworking
"HUB Lecce - Spazio di coworking",""Lecce",",coworking
"La Location - Nardò",""Lecce",",coworking
"Salento Biomedical District",""Lecce",",coworking
BookOffice,""Lecce",",coworking
"Studio UNDICI",""Lecce",",coworking
"COWO® Coworking Arezzo Confartigianato",""Arezzo",",coworking
"AulLab coworking space",""La Spezia",",coworking
SUNSPACE,""La Spezia",",coworking
"Co-working Lanapo",""La Spezia",",coworking
"Co-Working Space - Uffici e Relazioni",""La Spezia",",coworking
"lo scire'",""La Spezia",",coworking
"Mazì progetti & oggetti",""La Spezia",",coworking
"Cube Service",""La Spezia",",coworking
